"","Rho","N","P","P0","Rsq","Sure Screening Probability (Air-HOLP)","Sure Screening Probability (Ridge-HOLP)","Sure Screening Probability (SIS)","r"
"1156",0.9,125,250,12,0.9,0.05,0.05,0.008,56.2782422275186
"1157",0,250,250,12,0.9,1,0.998,0.814,18.1914473845629
"1158",0.3,250,250,12,0.9,0.98,0.968,0.474,19.383499706769
"1159",0.6,250,250,12,0.9,0.946,0.92,0.156,20.5085754059847
"1160",0.9,250,250,12,0.9,0.61,0.634,0.054,19.7133968676523
"1161",0,500,250,12,0.9,1,0.998,0.996,10.4151754535339
"1162",0.3,500,250,12,0.9,1,1,0.84,11.4990596402044
"1163",0.6,500,250,12,0.9,0.998,0.998,0.752,11.678586565788
"1164",0.9,500,250,12,0.9,0.948,0.946,0.824,8.56893286064958
"1165",0,1000,250,12,0.9,1,1,1,1.91729812968283
"1166",0.3,1000,250,12,0.9,1,1,0.932,2.54968222065503
"1167",0.6,1000,250,12,0.9,1,1,0.91,2.34236079721247
"1168",0.9,1000,250,12,0.9,0.996,0.996,0.958,1.8919110176193
"1169",0,125,1250,12,0.9,0.006,0.006,0.002,223.342003478981
"1170",0.3,125,1250,12,0.9,0.002,0.002,0,230.468085259629
"1171",0.6,125,1250,12,0.9,0,0,0,231.235059211085
"1172",0.9,125,1250,12,0.9,0,0,0.002,198.400146817331
"1173",0,250,1250,12,0.9,0.588,0.576,0.454,117.294907579208
"1174",0.3,250,1250,12,0.9,0.488,0.474,0.136,123.301236321928
"1175",0.6,250,1250,12,0.9,0.182,0.188,0.028,144.758189253629
"1176",0.9,250,1250,12,0.9,0.052,0.052,0.046,156.514658983159
"1177",0,500,1250,12,0.9,0.986,0.986,0.922,104.544782771387
"1178",0.3,500,1250,12,0.9,0.972,0.968,0.438,111.421600334858
"1179",0.6,500,1250,12,0.9,0.866,0.874,0.152,117.288183381201
"1180",0.9,500,1250,12,0.9,0.09,0.11,0.066,149.090760616458
"1181",0,1000,1250,12,0.9,0.998,0.996,0.99,97.2393833182472
"1182",0.3,1000,1250,12,0.9,1,0.994,0.554,112.155792734754
"1183",0.6,1000,1250,12,0.9,0.988,0.976,0.258,118.234767805813
"1184",0.9,1000,1250,12,0.9,0.768,0.794,0.1,118.278111070803
"1185",0,125,5000,12,0.9,0,0,0,1106.42422675586
"1186",0.3,125,5000,12,0.9,0,0,0,1079.1532159416
"1187",0.6,125,5000,12,0.9,0,0,0,1040.53589230025
"1188",0.9,125,5000,12,0.9,0,0,0,921.029636073778
"1189",0,250,5000,12,0.9,0.212,0.208,0.18,563.875659731545
"1190",0.3,250,5000,12,0.9,0.114,0.11,0.032,638.550304640459
"1191",0.6,250,5000,12,0.9,0.026,0.026,0.016,714.646217818725
"1192",0.9,250,5000,12,0.9,0.016,0.016,0.01,652.025121988577
"1193",0,500,5000,12,0.9,0.85,0.844,0.808,432.204011212217
"1194",0.3,500,5000,12,0.9,0.752,0.746,0.288,459.492764768909
"1195",0.6,500,5000,12,0.9,0.328,0.33,0.074,538.863382212886
"1196",0.9,500,5000,12,0.9,0.056,0.056,0.058,548.362072148692
"1197",0,1000,5000,12,0.9,0.988,0.988,0.968,424.602601714471
"1198",0.3,1000,5000,12,0.9,0.998,0.996,0.47,431.713616002664
"1199",0.6,1000,5000,12,0.9,0.832,0.83,0.192,514.584708225479
"1200",0.9,1000,5000,12,0.9,0.088,0.094,0.086,566.180422989438
"1201",0,125,15000,12,0.9,0,0,0,3384.95871257484
"1202",0.3,125,15000,12,0.9,0,0,0,3220.44729006967
"1203",0.6,125,15000,12,0.9,0,0,0,3143.00733825981
"1204",0.9,125,15000,12,0.9,0,0,0,2760.77592724328
"1205",0,250,15000,12,0.9,0.046,0.046,0.044,2017.57108361941
"1206",0.3,250,15000,12,0.9,0.022,0.018,0.004,2183.0378049677
"1207",0.6,250,15000,12,0.9,0.01,0.01,0.004,2267.32934390436
"1208",0.9,250,15000,12,0.9,0.01,0.01,0.006,1920.17788261839
"1209",0,500,15000,12,0.9,0.654,0.656,0.64,1274.52990434481
"1210",0.3,500,15000,12,0.9,0.544,0.54,0.192,1394.45415722674
"1211",0.6,500,15000,12,0.9,0.162,0.16,0.076,1678.97930209058
"1212",0.9,500,15000,12,0.9,0.046,0.046,0.042,1592.13777179503
"1213",0,1000,15000,12,0.9,0.96,0.958,0.958,1220.03775068691
"1214",0.3,1000,15000,12,0.9,0.916,0.914,0.38,1357.35950311936
"1215",0.6,1000,15000,12,0.9,0.564,0.572,0.172,1443.12033600412
"1216",0.9,1000,15000,12,0.9,0.08,0.08,0.084,1758.91427219207
"1217",0,125,250,15,0.9,0.152,0.144,0.006,28.752194975005
"1218",0.3,125,250,15,0.9,0.102,0.096,0,32.2593021309716
"1219",0.6,125,250,15,0.9,0.056,0.056,0,33.0769292091808
"1220",0.9,125,250,15,0.9,0.012,0.014,0,56.0872948034509
"1221",0,250,250,15,0.9,0.97,0.952,0.54,18.4695046359812
"1222",0.3,250,250,15,0.9,0.958,0.92,0.202,20.5885927347816
"1223",0.6,250,250,15,0.9,0.872,0.834,0.086,22.2001465205217
"1224",0.9,250,250,15,0.9,0.428,0.47,0.02,21.5176198081004
"1225",0,500,250,15,0.9,1,1,0.956,10.670525344575
"1226",0.3,500,250,15,0.9,1,1,0.7,12.1210347028448
"1227",0.6,500,250,15,0.9,0.992,0.992,0.66,12.6507048210809
"1228",0.9,500,250,15,0.9,0.93,0.932,0.748,9.13510026331597
"1229",0,1000,250,15,0.9,1,1,1,1.96261070091204
"1230",0.3,1000,250,15,0.9,1,1,0.892,2.64238544095035
"1231",0.6,1000,250,15,0.9,1,1,0.902,2.6375699805904
"1232",0.9,1000,250,15,0.9,0.992,0.992,0.926,2.04011030710474
"1233",0,125,1250,15,0.9,0,0,0,279.989708249251
"1234",0.3,125,1250,15,0.9,0,0,0,276.244622677267
"1235",0.6,125,1250,15,0.9,0,0,0,271.196934177987
"1236",0.9,125,1250,15,0.9,0,0,0,241.104357769197
"1237",0,250,1250,15,0.9,0.244,0.24,0.112,131.24940775597
"1238",0.3,250,1250,15,0.9,0.148,0.148,0.022,150.165104157512
"1239",0.6,250,1250,15,0.9,0.05,0.052,0.008,167.393176415529
"1240",0.9,250,1250,15,0.9,0.018,0.018,0.006,168.730850008255
"1241",0,500,1250,15,0.9,0.936,0.924,0.778,104.563989160085
"1242",0.3,500,1250,15,0.9,0.908,0.9,0.298,117.131422958934
"1243",0.6,500,1250,15,0.9,0.716,0.73,0.068,128.042743632982
"1244",0.9,500,1250,15,0.9,0.056,0.062,0.024,148.709806755438
"1245",0,1000,1250,15,0.9,1,0.988,0.982,101.908632557136
"1246",0.3,1000,1250,15,0.9,0.998,0.98,0.464,107.066907930007
"1247",0.6,1000,1250,15,0.9,0.982,0.948,0.156,115.434877101512
"1248",0.9,1000,1250,15,0.9,0.65,0.69,0.03,123.237501668568
"1249",0,125,5000,15,0.9,0,0,0,1239.00080047691
"1250",0.3,125,5000,15,0.9,0,0,0,1246.98545829524
"1251",0.6,125,5000,15,0.9,0,0,0,1196.74534465003
"1252",0.9,125,5000,15,0.9,0,0,0,1075.79545587572
"1253",0,250,5000,15,0.9,0.02,0.018,0.016,732.919636828039
"1254",0.3,250,5000,15,0.9,0.014,0.014,0.002,754.348540967471
"1255",0.6,250,5000,15,0.9,0.002,0.002,0.002,860.550048850628
"1256",0.9,250,5000,15,0.9,0,0,0,727.950889165556
"1257",0,500,5000,15,0.9,0.556,0.556,0.49,450.59579686933
"1258",0.3,500,5000,15,0.9,0.494,0.498,0.146,481.819566056469
"1259",0.6,500,5000,15,0.9,0.128,0.134,0.032,613.204317922487
"1260",0.9,500,5000,15,0.9,0.016,0.016,0.016,625.866051078449
"1261",0,1000,5000,15,0.9,0.958,0.954,0.926,399.034721148653
"1262",0.3,1000,5000,15,0.9,0.93,0.924,0.342,465.051934185385
"1263",0.6,1000,5000,15,0.9,0.662,0.67,0.108,524.463940885587
"1264",0.9,1000,5000,15,0.9,0.066,0.066,0.06,615.213948759765
"1265",0,125,15000,15,0.9,0,0,0,3704.59171030548
"1266",0.3,125,15000,15,0.9,0,0,0,3584.46939953216
"1267",0.6,125,15000,15,0.9,0,0,0,3375.48812056625
"1268",0.9,125,15000,15,0.9,0,0,0,3069.31265787565
"1269",0,250,15000,15,0.9,0.006,0.006,0.006,2535.45113272905
"1270",0.3,250,15000,15,0.9,0,0,0.002,2628.83997412395
"1271",0.6,250,15000,15,0.9,0,0,0,2688.27395194053
"1272",0.9,250,15000,15,0.9,0,0,0,2291.64477229666
"1273",0,500,15000,15,0.9,0.35,0.346,0.326,1376.72132396716
"1274",0.3,500,15000,15,0.9,0.194,0.196,0.064,1572.35186648528
"1275",0.6,500,15000,15,0.9,0.076,0.074,0.028,1902.24474119347
"1276",0.9,500,15000,15,0.9,0.022,0.022,0.018,1794.70611507924
"1277",0,1000,15000,15,0.9,0.894,0.894,0.872,1201.11528225361
"1278",0.3,1000,15000,15,0.9,0.802,0.804,0.3,1385.05040729714
"1279",0.6,1000,15000,15,0.9,0.358,0.356,0.064,1596.25491289298
"1280",0.9,1000,15000,15,0.9,0.044,0.044,0.05,1850.07398874604
"1281",0,125,250,3,0.95,1,1,1,9.97574948750995
"1282",0.3,125,250,3,0.95,1,1,0.984,10.0572628115702
"1283",0.6,125,250,3,0.95,1,1,0.868,10.7495981273273
"1284",0.9,125,250,3,0.95,0.822,0.832,0.658,12.4730564134946
"1285",0,250,250,3,0.95,1,1,1,9.97934625024956
"1286",0.3,250,250,3,0.95,1,1,0.998,10.1407400143211
"1287",0.6,250,250,3,0.95,1,1,0.924,9.55469582205713
"1288",0.9,250,250,3,0.95,0.996,0.994,0.736,8.75678310511872
"1289",0,500,250,3,0.95,1,1,1,5.20577043981412
"1290",0.3,500,250,3,0.95,1,1,0.998,5.58033264697669
"1291",0.6,500,250,3,0.95,1,1,0.99,5.4566719193684
"1292",0.9,500,250,3,0.95,1,1,0.98,4.46004962546598
"1293",0,1000,250,3,0.95,1,1,1,0.903650933734295
"1294",0.3,1000,250,3,0.95,1,1,1,1.11962375580452
"1295",0.6,1000,250,3,0.95,1,1,0.994,1.10956275653164
"1296",0.9,1000,250,3,0.95,1,1,0.996,1.26035750457651
"1297",0,125,1250,3,0.95,0.996,0.996,0.994,48.3380438009401
"1298",0.3,125,1250,3,0.95,0.992,0.992,0.978,48.2296189134821
"1299",0.6,125,1250,3,0.95,0.93,0.93,0.786,54.0185624362657
"1300",0.9,125,1250,3,0.95,0.488,0.488,0.588,85.2763422489848
"1301",0,250,1250,3,0.95,1,1,1,51.2511727888795
"1302",0.3,250,1250,3,0.95,1,1,0.978,52.4803442595693
"1303",0.6,250,1250,3,0.95,0.994,0.994,0.854,53.4865981761656
"1304",0.9,250,1250,3,0.95,0.584,0.594,0.644,72.6561148251128
"1305",0,500,1250,3,0.95,1,1,1,53.9962624443473
"1306",0.3,500,1250,3,0.95,1,1,0.994,53.5156644705626
"1307",0.6,500,1250,3,0.95,1,1,0.854,55.4823765185087
"1308",0.9,500,1250,3,0.95,0.956,0.962,0.644,62.3647095031221
"1309",0,1000,1250,3,0.95,1,1,1,53.8716783002906
"1310",0.3,1000,1250,3,0.95,1,1,0.982,55.3200098511703
"1311",0.6,1000,1250,3,0.95,1,1,0.852,52.7139423437583
"1312",0.9,1000,1250,3,0.95,1,1,0.71,52.8120700547024
"1313",0,125,5000,3,0.95,0.974,0.972,0.976,202.05036343631
"1314",0.3,125,5000,3,0.95,0.968,0.968,0.912,194.61792551458
"1315",0.6,125,5000,3,0.95,0.784,0.784,0.732,260.547295666758
"1316",0.9,125,5000,3,0.95,0.514,0.514,0.556,313.048359941909
"1317",0,250,5000,3,0.95,1,1,1,193.905909494413
"1318",0.3,250,5000,3,0.95,0.996,0.996,0.96,196.304604493386
"1319",0.6,250,5000,3,0.95,0.964,0.964,0.822,194.563074268931
"1320",0.9,250,5000,3,0.95,0.51,0.51,0.594,337.859328560842
"1321",0,500,5000,3,0.95,1,1,1,206.219484173141
"1322",0.3,500,5000,3,0.95,1,1,0.972,207.289333243953
"1323",0.6,500,5000,3,0.95,0.998,0.998,0.812,212.281327491376
"1324",0.9,500,5000,3,0.95,0.608,0.614,0.616,302.622475566365
"1325",0,1000,5000,3,0.95,1,1,1,209.82178294257
"1326",0.3,1000,5000,3,0.95,1,1,0.966,212.243513306554
"1327",0.6,1000,5000,3,0.95,1,1,0.842,206.716905295045
"1328",0.9,1000,5000,3,0.95,0.88,0.888,0.692,266.045078388561
"1329",0,125,15000,3,0.95,0.966,0.966,0.962,598.657879957605
"1330",0.3,125,15000,3,0.95,0.944,0.944,0.864,590.619135506833
"1331",0.6,125,15000,3,0.95,0.702,0.702,0.694,878.345037420274
"1332",0.9,125,15000,3,0.95,0.52,0.52,0.544,950.520854645966
"1333",0,250,15000,3,0.95,1,1,1,583.138068587138
"1334",0.3,250,15000,3,0.95,0.998,0.998,0.94,583.547773366614
"1335",0.6,250,15000,3,0.95,0.884,0.884,0.786,647.820936491464
"1336",0.9,250,15000,3,0.95,0.532,0.532,0.594,892.470721482415
"1337",0,500,15000,3,0.95,1,1,1,603.167568114953
"1338",0.3,500,15000,3,0.95,1,1,0.97,594.32250230667
"1339",0.6,500,15000,3,0.95,0.996,0.996,0.802,608.663714627979
"1340",0.9,500,15000,3,0.95,0.496,0.496,0.628,1005.15359931703
"1341",0,1000,15000,3,0.95,1,1,1,605.524016057208
"1342",0.3,1000,15000,3,0.95,1,1,0.97,619.204704629103
"1343",0.6,1000,15000,3,0.95,1,1,0.804,674.470753288186
"1344",0.9,1000,15000,3,0.95,0.704,0.704,0.67,822.114441517408
"1345",0,125,250,6,0.95,1,1,0.918,9.84877911063562
"1346",0.3,125,250,6,0.95,0.986,0.986,0.728,10.562682867871
"1347",0.6,125,250,6,0.95,0.93,0.932,0.466,11.9457927075277
"1348",0.9,125,250,6,0.95,0.422,0.424,0.306,37.4168400704807
"1349",0,250,250,6,0.95,1,1,0.998,9.90897758623104
"1350",0.3,250,250,6,0.95,1,1,0.948,10.1639922683495
"1351",0.6,250,250,6,0.95,1,0.998,0.64,10.2198265108092
"1352",0.9,250,250,6,0.95,0.976,0.98,0.38,9.55980622639768
"1353",0,500,250,6,0.95,1,1,1,5.19289793696625
"1354",0.3,500,250,6,0.95,1,1,0.976,5.86964895762281
"1355",0.6,500,250,6,0.95,1,1,0.93,5.60229628873621
"1356",0.9,500,250,6,0.95,0.998,0.998,0.944,4.57492616202886
"1357",0,1000,250,6,0.95,1,1,1,0.870466064884662
"1358",0.3,1000,250,6,0.95,1,1,0.99,1.18481944760048
"1359",0.6,1000,250,6,0.95,1,1,0.982,1.17805357164565
"1360",0.9,1000,250,6,0.95,1,1,0.968,1.0783201568369
"1361",0,125,1250,6,0.95,0.736,0.728,0.67,69.381523024932
"1362",0.3,125,1250,6,0.95,0.682,0.68,0.482,71.0965459731308
"1363",0.6,125,1250,6,0.95,0.416,0.418,0.306,87.0040530917693
"1364",0.9,125,1250,6,0.95,0.212,0.21,0.232,113.159523041939
"1365",0,250,1250,6,0.95,0.992,0.992,0.976,51.4516085126894
"1366",0.3,250,1250,6,0.95,0.976,0.976,0.76,54.1880920945888
"1367",0.6,250,1250,6,0.95,0.892,0.894,0.498,56.6485594757693
"1368",0.9,250,1250,6,0.95,0.29,0.29,0.34,81.5612938664945
"1369",0,500,1250,6,0.95,1,1,1,53.2575958768964
"1370",0.3,500,1250,6,0.95,1,1,0.856,57.6577992092096
"1371",0.6,500,1250,6,0.95,0.998,0.998,0.518,58.4770654435673
"1372",0.9,500,1250,6,0.95,0.632,0.67,0.364,65.3703878058989
"1373",0,1000,1250,6,0.95,1,1,1,54.2177709808185
"1374",0.3,1000,1250,6,0.95,1,1,0.852,55.0573489259512
"1375",0.6,1000,1250,6,0.95,1,1,0.526,57.6467356455962
"1376",0.9,1000,1250,6,0.95,0.992,0.992,0.338,57.7270803945355
"1377",0,125,5000,6,0.95,0.502,0.5,0.486,379.854625691071
"1378",0.3,125,5000,6,0.95,0.416,0.416,0.26,393.080789771509
"1379",0.6,125,5000,6,0.95,0.17,0.166,0.164,495.359436408722
"1380",0.9,125,5000,6,0.95,0.132,0.132,0.13,363.40729081527
"1381",0,250,5000,6,0.95,0.96,0.96,0.946,213.62947947898
"1382",0.3,250,5000,6,0.95,0.896,0.896,0.658,223.907707895859
"1383",0.6,250,5000,6,0.95,0.586,0.59,0.384,296.860391569646
"1384",0.9,250,5000,6,0.95,0.26,0.26,0.272,340.208458621023
"1385",0,500,5000,6,0.95,0.996,0.996,0.992,199.15551600149
"1386",0.3,500,5000,6,0.95,0.986,0.986,0.794,220.539048439889
"1387",0.6,500,5000,6,0.95,0.92,0.922,0.48,232.017157924344
"1388",0.9,500,5000,6,0.95,0.262,0.262,0.318,314.68396022767
"1389",0,1000,5000,6,0.95,1,1,1,219.425154101599
"1390",0.3,1000,5000,6,0.95,1,1,0.832,215.717986775487
"1391",0.6,1000,5000,6,0.95,0.996,0.996,0.542,231.630912308791
"1392",0.9,1000,5000,6,0.95,0.478,0.484,0.34,296.41292184532
"1393",0,125,15000,6,0.95,0.288,0.288,0.274,1440.52360733385
"1394",0.3,125,15000,6,0.95,0.202,0.202,0.166,1433.4735506912
"1395",0.6,125,15000,6,0.95,0.094,0.094,0.1,1600.69985613387
"1396",0.9,125,15000,6,0.95,0.072,0.072,0.072,1230.75063604708
"1397",0,250,15000,6,0.95,0.87,0.872,0.864,673.423876687171
"1398",0.3,250,15000,6,0.95,0.832,0.832,0.624,705.209716295374
"1399",0.6,250,15000,6,0.95,0.424,0.424,0.316,997.605898052978
"1400",0.9,250,15000,6,0.95,0.232,0.234,0.25,933.129979485957
"1401",0,500,15000,6,0.95,0.996,0.996,0.996,613.834366558149
"1402",0.3,500,15000,6,0.95,0.98,0.98,0.75,613.987258590932
"1403",0.6,500,15000,6,0.95,0.78,0.782,0.44,722.879156009757
"1404",0.9,500,15000,6,0.95,0.278,0.278,0.31,976.452900045969
"1405",0,1000,15000,6,0.95,1,1,1,619.272344596883
"1406",0.3,1000,15000,6,0.95,1,1,0.782,624.781690350913
"1407",0.6,1000,15000,6,0.95,0.956,0.956,0.496,688.660192018932
"1408",0.9,1000,15000,6,0.95,0.298,0.3,0.322,975.131591739058
"1409",0,125,250,9,0.95,0.878,0.88,0.482,10.8253056841629
"1410",0.3,125,250,9,0.95,0.84,0.844,0.284,12.3447716031591
"1411",0.6,125,250,9,0.95,0.716,0.718,0.124,13.1931157102532
"1412",0.9,125,250,9,0.95,0.162,0.162,0.084,39.2147040595253
"1413",0,250,250,9,0.95,1,0.998,0.96,10.3635975220276
"1414",0.3,250,250,9,0.95,1,1,0.694,10.5981653148048
"1415",0.6,250,250,9,0.95,1,0.996,0.388,10.7043331950415
"1416",0.9,250,250,9,0.95,0.91,0.912,0.17,10.3637643810199
"1417",0,500,250,9,0.95,1,1,0.998,5.39036152343101
"1418",0.3,500,250,9,0.95,1,1,0.922,6.06123270811556
"1419",0.6,500,250,9,0.95,1,1,0.876,6.11231236210595
"1420",0.9,500,250,9,0.95,0.998,0.998,0.888,4.93493517080796
"1421",0,1000,250,9,0.95,1,1,1,0.857322568885727
"1422",0.3,1000,250,9,0.95,1,1,0.972,1.12421069244123
"1423",0.6,1000,250,9,0.95,1,1,0.956,1.19105328314958
"1424",0.9,1000,250,9,0.95,1,1,0.958,1.13655464394796
"1425",0,125,1250,9,0.95,0.254,0.254,0.17,116.512583454443
"1426",0.3,125,1250,9,0.95,0.158,0.158,0.05,120.704830741058
"1427",0.6,125,1250,9,0.95,0.05,0.05,0.018,141.001447611987
"1428",0.9,125,1250,9,0.95,0.034,0.036,0.02,111.974221740901
"1429",0,250,1250,9,0.95,0.91,0.914,0.808,51.9750871841366
"1430",0.3,250,1250,9,0.95,0.864,0.864,0.466,61.742506575463
"1431",0.6,250,1250,9,0.95,0.554,0.566,0.174,74.5679390489414
"1432",0.9,250,1250,9,0.95,0.098,0.098,0.102,85.5617602449705
"1433",0,500,1250,9,0.95,0.998,0.998,0.994,51.0313621025465
"1434",0.3,500,1250,9,0.95,0.998,0.998,0.67,59.5142966435424
"1435",0.6,500,1250,9,0.95,0.97,0.968,0.314,61.7928366228037
"1436",0.9,500,1250,9,0.95,0.33,0.346,0.18,74.1699981337209
"1437",0,1000,1250,9,0.95,1,1,1,52.1803274103491
"1438",0.3,1000,1250,9,0.95,1,1,0.748,55.560130152555
"1439",0.6,1000,1250,9,0.95,1,1,0.38,62.2655865588243
"1440",0.9,1000,1250,9,0.95,0.976,0.974,0.204,62.5640031160714
"1441",0,125,5000,9,0.95,0.024,0.024,0.022,700.099128548302
"1442",0.3,125,5000,9,0.95,0.012,0.012,0.002,711.852223976488
"1443",0.6,125,5000,9,0.95,0.006,0.006,0.008,720.862434713063
"1444",0.9,125,5000,9,0.95,0.006,0.006,0.002,552.400843455386
"1445",0,250,5000,9,0.95,0.658,0.658,0.644,273.658523305142
"1446",0.3,250,5000,9,0.95,0.574,0.574,0.326,292.324502969677
"1447",0.6,250,5000,9,0.95,0.208,0.21,0.128,383.630777590726
"1448",0.9,250,5000,9,0.95,0.092,0.092,0.102,361.061327354684
"1449",0,500,5000,9,0.95,0.968,0.968,0.95,201.744916524432
"1450",0.3,500,5000,9,0.95,0.936,0.936,0.544,232.181650128868
"1451",0.6,500,5000,9,0.95,0.66,0.662,0.228,262.683249162566
"1452",0.9,500,5000,9,0.95,0.102,0.102,0.114,368.168893235558
"1453",0,1000,5000,9,0.95,1,1,1,219.598071942644
"1454",0.3,1000,5000,9,0.95,0.996,0.996,0.65,242.126050084998
"1455",0.6,1000,5000,9,0.95,0.972,0.972,0.316,245.61566381121
"1456",0.9,1000,5000,9,0.95,0.198,0.202,0.168,329.057211124738
"1457",0,125,15000,9,0.95,0.006,0.006,0.004,2452.81237208708
"1458",0.3,125,15000,9,0.95,0.002,0.002,0.002,2390.78039510436
"1459",0.6,125,15000,9,0.95,0,0,0,2338.09183849341
"1460",0.9,125,15000,9,0.95,0,0,0,1900.90289325002
"1461",0,250,15000,9,0.95,0.404,0.402,0.396,1022.81739766727
"1462",0.3,250,15000,9,0.95,0.328,0.328,0.144,1075.31758411542
"1463",0.6,250,15000,9,0.95,0.11,0.108,0.098,1369.92031056597
"1464",0.9,250,15000,9,0.95,0.058,0.058,0.062,1133.52406046379
"1465",0,500,15000,9,0.95,0.916,0.916,0.91,627.962136379117
"1466",0.3,500,15000,9,0.95,0.89,0.89,0.466,684.794483022485
"1467",0.6,500,15000,9,0.95,0.468,0.468,0.196,887.785249712835
"1468",0.9,500,15000,9,0.95,0.12,0.12,0.118,1025.71814698794
"1469",0,1000,15000,9,0.95,1,1,1,594.574474579183
"1470",0.3,1000,15000,9,0.95,0.988,0.988,0.582,694.394580542293
"1471",0.6,1000,15000,9,0.95,0.818,0.82,0.282,757.856442337905
"1472",0.9,1000,15000,9,0.95,0.13,0.13,0.158,1039.28102202114
"1473",0,125,250,12,0.95,0.584,0.582,0.124,13.4043829591783
"1474",0.3,125,250,12,0.95,0.556,0.55,0.042,14.769866114739
"1475",0.6,125,250,12,0.95,0.366,0.37,0.018,16.6435059165203
"1476",0.9,125,250,12,0.95,0.066,0.064,0.01,40.9904398457772
"1477",0,250,250,12,0.95,1,1,0.842,9.92913031313721
"1478",0.3,250,250,12,0.95,0.996,0.996,0.49,10.7430893911815
"1479",0.6,250,250,12,0.95,0.986,0.992,0.168,11.4746123775019
"1480",0.9,250,250,12,0.95,0.796,0.806,0.058,11.0107528769882
"1481",0,500,250,12,0.95,1,1,0.998,5.46699537419832
"1482",0.3,500,250,12,0.95,1,1,0.858,6.06350250143258
"1483",0.6,500,250,12,0.95,1,1,0.776,6.30472329213991
"1484",0.9,500,250,12,0.95,0.988,0.99,0.838,5.14035625927749
"1485",0,1000,250,12,0.95,1,1,1,0.968091260121426
"1486",0.3,1000,250,12,0.95,1,1,0.934,1.3489064383618
"1487",0.6,1000,250,12,0.95,1,1,0.91,1.21724734869367
"1488",0.9,1000,250,12,0.95,1,1,0.956,1.10886122509897
"1489",0,125,1250,12,0.95,0.01,0.01,0.006,180.771912228532
"1490",0.3,125,1250,12,0.95,0.006,0.006,0,182.67835732164
"1491",0.6,125,1250,12,0.95,0,0,0,187.05644945654
"1492",0.9,125,1250,12,0.95,0,0,0.002,148.620398702434
"1493",0,250,1250,12,0.95,0.662,0.658,0.49,65.9722971405241
"1494",0.3,250,1250,12,0.95,0.552,0.554,0.152,70.5684321594855
"1495",0.6,250,1250,12,0.95,0.244,0.254,0.034,87.7397859708833
"1496",0.9,250,1250,12,0.95,0.058,0.06,0.048,99.9084995138947
"1497",0,500,1250,12,0.95,0.996,0.996,0.938,54.4135713249582
"1498",0.3,500,1250,12,0.95,0.986,0.988,0.454,58.6696372758809
"1499",0.6,500,1250,12,0.95,0.914,0.918,0.17,62.9764692236598
"1500",0.9,500,1250,12,0.95,0.126,0.132,0.064,87.3188974091892
"1501",0,1000,1250,12,0.95,1,0.998,0.994,52.2172634801884
"1502",0.3,1000,1250,12,0.95,1,1,0.554,61.2257254100452
"1503",0.6,1000,1250,12,0.95,0.996,0.99,0.26,65.5867378822733
"1504",0.9,1000,1250,12,0.95,0.91,0.918,0.096,65.7930096243384
"1505",0,125,5000,12,0.95,0,0,0,1001.98671279737
"1506",0.3,125,5000,12,0.95,0,0,0,955.331982335601
"1507",0.6,125,5000,12,0.95,0,0,0,917.697456480836
"1508",0.9,125,5000,12,0.95,0,0,0,768.080169833538
"1509",0,250,5000,12,0.95,0.274,0.272,0.214,379.691343816764
"1510",0.3,250,5000,12,0.95,0.15,0.148,0.048,436.578872069217
"1511",0.6,250,5000,12,0.95,0.026,0.026,0.02,525.945419689128
"1512",0.9,250,5000,12,0.95,0.02,0.02,0.012,440.88933901849
"1513",0,500,5000,12,0.95,0.878,0.878,0.832,229.406092389099
"1514",0.3,500,5000,12,0.95,0.804,0.798,0.31,247.434663020131
"1515",0.6,500,5000,12,0.95,0.372,0.374,0.088,317.364163198587
"1516",0.9,500,5000,12,0.95,0.054,0.054,0.062,340.284216094301
"1517",0,1000,5000,12,0.95,0.994,0.992,0.982,220.150384834808
"1518",0.3,1000,5000,12,0.95,1,1,0.47,225.666213589023
"1519",0.6,1000,5000,12,0.95,0.874,0.878,0.188,278.288892421437
"1520",0.9,1000,5000,12,0.95,0.098,0.098,0.086,334.8992598532
"1521",0,125,15000,12,0.95,0,0,0,3153.14945010361
"1522",0.3,125,15000,12,0.95,0,0,0,2997.24096900762
"1523",0.6,125,15000,12,0.95,0,0,0,2880.55749263064
"1524",0.9,125,15000,12,0.95,0,0,0,2460.70650731508
"1525",0,250,15000,12,0.95,0.062,0.062,0.066,1525.69510963121
"1526",0.3,250,15000,12,0.95,0.034,0.034,0.012,1654.16362272509
"1527",0.6,250,15000,12,0.95,0.01,0.01,0.004,1777.36314682244
"1528",0.9,250,15000,12,0.95,0.01,0.01,0.01,1372.47321836348
"1529",0,500,15000,12,0.95,0.712,0.712,0.698,715.944047351641
"1530",0.3,500,15000,12,0.95,0.604,0.602,0.212,798.999793188175
"1531",0.6,500,15000,12,0.95,0.182,0.182,0.08,1078.35476003994
"1532",0.9,500,15000,12,0.95,0.048,0.05,0.046,1008.65458018269
"1533",0,1000,15000,12,0.95,0.974,0.974,0.966,633.95899980762
"1534",0.3,1000,15000,12,0.95,0.946,0.946,0.396,718.969114320447
"1535",0.6,1000,15000,12,0.95,0.618,0.622,0.176,805.484744738175
"1536",0.9,1000,15000,12,0.95,0.08,0.08,0.084,1092.10969666422
"1537",0,125,250,15,0.95,0.244,0.252,0.008,17.4325192553939
